date,USDT_price,USDT_supply,BTC_price
2019-04-14,1.00510741588,2418482574.9311714,5167.32198286
2019-04-15,1.00088207187,2428040053.513581,5066.18715458
2019-04-16,1.00951380361,2462029264.8852305,5237.59520905
2019-04-17,1.00630699214,2483363899.8003263,5251.66380021
2019-04-18,1.00499467704,2532634895.5275655,5299.16459453
2019-04-19,1.00591803506,2552121988.6744747,5305.45513705
2019-04-20,1.00520317177,2567332910.998012,5337.37851834
2019-04-21,1.00665708915,2573113582.8730125,5314.5314532
2019-04-22,1.00608884824,2589741035.9980125,5399.71139699
2019-04-23,1.00832317266,2623102048.558949,5571.97722679
2019-04-24,1.005563996,2691882679.73691,5464.86664182
2019-04-25,0.9928076426369999,2839292895.8062344,5210.59362141
2019-04-26,0.99110304587,2864441269.77007,5280.61484521
2019-04-27,0.9947505370899999,2846831290.5880136,5266.45814395
2019-04-28,0.993872784899,2846831279.12968,5285.13900822
2019-04-29,1.00037044112,2842791911.403986,5248.20427091
2019-04-30,1.00604883059,2834614289.578336,5350.03250117
2019-05-01,1.00215039055,2825824140.463293,5401.02963619
2019-05-02,1.00114888399,2791470818.7872624,5505.28367176
2019-05-03,1.00122210432,2779725814.221874,5768.28940693
2019-05-04,1.00047767494,2780329381.9302077,5829.93903031
2019-05-05,1.00227608554,2780329381.9302077,5790.99875859
2019-05-06,0.999546298122,2779590343.878124,5750.26065528
2019-05-07,0.998015389642,2776595294.9302077,5843.49506628
2019-05-08,1.00137369284,2776595294.9302077,5983.76061268
2019-05-09,0.99928073854,2776595294.9302077,6174.13234808
2019-05-10,1.00110220539,2776595294.9302077,6379.29211794
2019-05-11,1.00075906805,2776704560.5552077,7212.29317912
2019-05-12,0.995633795606,2778093794.9302077,6972.37152291
2019-05-13,1.00510858794,2779403137.291319,7807.13438133
2019-05-14,1.00000068087,2800704826.3624988,7994.41615632
2019-05-15,1.00277561725,2806993668.9014263,8205.16749484
2019-05-16,0.999040225873,2825752345.4219875,7883.39290525
2019-05-17,0.996773127493,2837407797.639285,7332.33362812
2019-05-18,0.996639851912,2838730567.14022,7272.8703646
2019-05-19,1.01060967762,2839027145.26522,8197.08154991
2019-05-20,1.00384818592,2847397524.2875667,7977.28172834
2019-05-21,1.00549706209,2878047298.0830216,7964.08716828
2019-05-22,1.00139949275,2924349667.6052237,7684.84214611
2019-05-23,1.00436175114,2945838009.1526155,7881.84672105
2019-05-24,1.00346103052,2987110203.56011,7987.37156583
2019-05-25,1.00324123083,3035626089.925207,8052.54385907
2019-05-26,1.01127330337,3058330558.6752067,8674.07240318
2019-05-27,1.00779936778,3076662902.425201,8802.75819975
2019-05-28,1.00048935526,3092600178.5791626,8719.9617362
2019-05-29,1.00140619188,3118422240.5320196,8658.62021569
2019-05-30,1.00096777529,3115765788.5404763,8313.21305379
2019-05-31,1.00343244859,3120869441.5582156,8584.03749936
2019-06-01,1.00490602809,3130788789.341549,8567.49579932
2019-06-02,1.00179347417,3131993375.21656,8744.99858488
2019-06-03,0.997302840796,3133482902.9460115,8214.54501611
2019-06-04,0.996907586484,3144825146.7046337,7694.79046347
2019-06-05,1.00614931557,3169369508.6099052,7820.49742937
2019-06-06,1.00234131755,3200416556.648638,7823.96826187
2019-06-07,1.00613668019,3230718159.4521217,8042.62455272
2019-06-08,1.00481555897,3238933771.736572,7941.75919036
2019-06-09,1.00161695232,3238933771.736572,7686.70517038
2019-06-10,1.00534418502,3250567477.6557393,7994.91667422
2019-06-11,1.00573708337,3284955386.4896164,7923.19557195
2019-06-12,1.00564542277,3323600593.7825546,8139.61233897
2019-06-13,1.00257164287,3373316711.9971337,8226.39499438
2019-06-14,1.00719655764,3423949646.7856,8690.3978563
2019-06-15,1.00499664448,3432685224.686549,8839.69426128
2019-06-16,1.00424371155,3440677224.686549,8993.51985508
2019-06-17,1.00501721322,3483520208.949058,9323.18877291
2019-06-18,1.00054375117,3524002361.5865545,9070.351716
2019-06-19,1.00237118441,3531039200.1830955,9276.77182364
2019-06-20,1.00101784825,3536847149.6043224,9527.85336616
2019-06-21,1.00252937741,3551544566.826545,10118.5985274
2019-06-22,0.99632360384,3555377871.301551,10694.29348
2019-06-23,0.995913103077,3532324467.226562,10842.5148341
2019-06-24,0.997542451338,3545710582.0182204,11006.9875879
2019-06-25,0.998754694615,3559115079.8751645,11784.6041669
2019-06-26,0.994304477416,3551239262.5834975,13003.3251831
2019-06-27,0.986198575943,3577608529.4462924,11151.3707985
2019-06-28,1.00076329815,3587712454.34865,12392.3293102
2019-06-29,0.9981423642439999,3598711674.1899,11958.9651413
2019-06-30,0.9949467502379999,3600378340.8565664,10817.5692473
2019-07-01,0.994183071276,3600461590.8565664,10590.7580719
2019-07-02,1.00288966904,3603243847.2403436,10810.4966905
2019-07-03,1.0039505535,3616137327.4287558,11953.3879742
2019-07-04,0.999694934242,3641983965.8743777,11212.6101976
2019-07-05,1.00148193801,3671403292.282179,10984.1057812
